numLine,bm,nw,ns,tbe,lock,nParal,nc,nword,cycles,nHit,nMiss,nLoadInst,nInst,cpuReq,mmReqs
64000,GEMV,4,8,8,8,1,1,8,192033,0,0,0,0,0,0
64,GEMV,4,8,8,8,1,1,8,1023,0,0,0,0,0,0
64000,GEMV,4,8,8,8,1,1,8,684635,0,0,0,0,0,0
64,GEMV,4,8,8,8,1,1,8,1022,0,0,0,0,0,0
1000,GEMV,4,8,32,8,2,2,8,10373,110,38,148,259,221,38
1000,GEMV,4,8,32,8,2,2,8,10371,110,38,148,259,221,38
1000,GEMV,4,8,32,8,1,2,8,10481,110,38,148,259,221,38
