numLine,bm,nw,ns,tbe,lock,nParal,nc,nword,cycles,nHit,nMiss,nLoadInst,nInst,cpuReq,mmReqs
10000,axpy_prefetch_2,4,64,8,12,1,1,8,122985,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,16,12,1,1,8,122986,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,8,12,1,1,8,122984,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,16,12,1,1,8,122984,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,32,12,1,1,8,122984,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,8,12,2,1,8,122984,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,16,12,2,1,8,122982,500,1500,2000,2999,2499,500
10000,axpy_prefetch_2,4,64,32,12,2,1,8,122982,500,1500,2000,2999,2499,500
