numLine,bm,nw,ns,tbe,lock,nParal,nc,nword,cycles,nHit,nMiss,nLoadInst,nInst,cpuReq,mmReqs
10000,blackscholes,4,128,8,8,1,2,8,532682,0,103549,103549,106038,103549,2489
10000,blackscholes,4,128,8,8,1,2,16,275555,0,53621,53621,54862,53621,1241
10000,blackscholes,4,128,8,8,1,2,32,147136,0,28685,28685,29303,28685,618
10000,blackscholes,4,128,16,8,1,2,8,530967,0,103213,103214,105695,103214,2481
10000,blackscholes,4,128,16,8,1,2,16,273778,0,53273,53274,54507,53274,1233
10000,blackscholes,4,128,16,8,1,2,32,145238,0,28313,28313,28923,28313,610
10000,blackscholes,4,128,32,8,1,2,8,527543,0,102544,102545,105010,102545,2465
